1r4k1/1q1b3p/2pPp1pP/3nPp2/Q4P2/1P4P1/5BB1/2R3K1 w - - 5 42,c1b1 d5c3 a4a1 c3b1,1468
r3kb1r/pp3ppp/1q2p1b1/1Nnp4/5B2/3BPP2/PPP3PP/1R1Q1RK1 b kq - 2 14,g6d3 b5c7 b6c7 f4c7,1500
3r2k1/p6r/3pq1p1/4ppQ1/3p4/1P4P1/P4P1P/2RR2K1 b - - 2 30,d8c8 c1c8 e6c8 g5g6 h7g7 g6d6,1531
8/5p2/7p/KP3kp1/5p2/8/6P1/8 b - - 0 52,f4f3 g2f3 h6h5 b5b6 h5h4 b6b7,871
1r1q1rk1/p1nbppbp/3p2p1/3n4/1pP5/1P2PN2/R1QBBPPP/3N1RK1 b - - 1 15,d7f5 e3e4 f5e4 c2e4,1353
8/8/5kpp/5p2/3n1K1P/6N1/5PP1/8 w - - 2 52,f2f3 d4e6 f4e3 f5f4 e3f2 f4g3,2058
3r1rk1/p1p2ppp/1pn2n2/8/3P4/3B1N2/PP3PPP/R2R2K1 b - - 6 15,c6d4 f3d4 d8d4 d3h7 g8h7 d1d4,1230
6k1/4pR2/p2p4/5PN1/1p2bB2/1Pq2BK1/P7/8 w - - 0 33,f7e7 c3e1 g3g4 e4f3 g4f3 e1e7,1730
r2q1rk1/ppp2p1p/6p1/2pb2b1/5B1n/2PP1P1Q/PPB3PP/RN2R1K1 w - - 1 16,h3g3 h4f3 g2f3 g5h4 b1d2 h4g3,2231
8/5p2/3k1Pp1/P2pp1Pp/1P5P/3RK3/r7/8 w - - 1 45,d3c3 d5d4 e3d3 d4c3,874
4rrk1/ppp2ppp/3p2n1/4n1q1/3pP1b1/1B4BP/PPPN2P1/R3QRK1 b - - 0 14,g4e2 f1f5 g5e3 g3f2 e3h6 e1e2,2115
1k3r2/1pp4p/p1n1Q3/8/8/P2p2qB/1PP1RNP1/6K1 w - - 0 29,e6e3 d3e2 e3g3 e2e1q,1815
r7/ppp2k2/2b5/2b1P3/5PP1/2P5/PP4P1/R1B2R1K w - - 0 28,f4f5 a8h8 c1h6 h8h6,1072
2r3k1/4q1r1/3R1Q1R/p2Pp3/1Np5/2Pn4/PP6/K7 w - - 1 40,f6e7 g7g1,950
1k6/1pq5/7R/4p2p/2P1P1r1/2P1K3/2Q5/8 b - - 2 42,h5h4 h6h8 c7c8 h8c8,710
r4rk1/1ppqb1p1/p1np1n1p/4p3/4P2N/1PN1B2P/1PP2PP1/R2Q1RK1 b - - 5 14,f6e4 d1d5 f8f7 d5e4 e7h4 e4h4,2185
r3r1k1/1b3pp1/pp3q1p/2pPnB2/2P1Q3/6BP/PP3PP1/R3R1K1 b - - 1 22,e5c4 e4e8 a8e8 e1e8,1377
3r2k1/bp1r1ppp/p2q4/8/4Q3/P6P/1P3PP1/3RRBK1 b - - 2 23,d6d1 e4e8 d8e8 e1e8,1298
8/p6p/1p4p1/1P1p1kP1/P2K1P1P/8/8/8 b - - 6 44,f5f4 d4d5 f4g3 d5c6 g3h4 c6b7 h4g5 b7a7 h7h5 a4a5 h5h4 a5b6 h4h3 b6b7 h3h2 b7b8q,2285
3Q4/kp6/p1pP3q/8/4p1p1/4P1P1/3K1n2/2R5 b - - 1 61,f2d3 c1b1 d3c5 d8b6,2307
4rr2/1pqkp2R/p2p2p1/6Q1/4P3/5P2/PPP5/2K4R b - - 0 26,f8f3 g5g4 d7d8 g4f3,1043
1r2n3/2R1k3/4p2p/3pNpp1/3P4/4PP1P/r5P1/2R2K2 b - - 0 35,e7f8 e5d7 f8g8 d7b8 e8c7 c1c7,1981
r4k1r/pp2q3/2pb1npp/4RbN1/8/1QN4P/PP1B1PP1/R5K1 b - - 0 19,e7e5 b3f7,993
r3k2r/ppq2pp1/2p1pnp1/2P5/3P4/1Q3B2/PP3PPP/R3K2R b KQkq - 4 15,h8h2 h1h2 c7h2 b3b7 a8b8 b7c6,2072
6k1/5pp1/5q1p/2p2P2/1p1r4/1P3Q1P/2P1RKP1/8 b - - 2 34,d4d1 e2e8 g8h7 f3d1,1125
8/1br3pp/1npN1k2/1p1p4/r6P/6P1/4PPB1/2RR2K1 b - - 2 27,b6c4 d6e8 f6e7 e8c7,1083
r1r5/1p1bppkp/p2p1bp1/3P4/1P6/PN2PBP1/2R2P1P/2R3K1 w - - 5 21,g1g2 c8c2 c1c2 d7a4 c2c7 a4b3,1537
8/2b4p/p1k5/8/P1PK1p2/7P/8/4B3 w - - 0 58,e1f2 c7b6 c4c5 b6c5 d4e4 c5f2,1151
2r2r1k/5p1P/3p1ppQ/p7/8/5NP1/1q3PK1/7R b - - 1 34,c8c2 h6f8,874
R7/7k/5K2/4P3/6r1/7p/8/8 w - - 0 51,a8a3 g4g6 f6f7 h3h2 a3h3 g6h6 h3h2 h6h2 e5e6 h2f2,2611
2rqk1nr/5ppp/4p3/ppbpP3/5P2/1P3N2/5RPP/RNBQ2K1 w k - 2 17,f3d4 c5d4 d1d4 c8c1,1710
r4rk1/pp3ppp/2bq4/8/2QP4/1B2pPP1/PP2Nn1P/RN3RK1 w - - 1 19,c4c3 c6f3 f1f2 e3f2 g1f2 f3e2,1753
rnbq1r2/pp2nkb1/4ppp1/2pp4/2B1P1QP/3P1N2/PPP2P2/RNB1K2R w KQ - 0 12,e4d5 e6d5,1111
r5k1/6r1/8/3b1p1p/PB1p2pP/P1p5/2q2QP1/3RR1K1 b - - 3 36,c2b3 f2d4 d5e4 b4c3,1990
2r2q1k/pp4pp/2p1Q3/3P2B1/3P4/5N2/P4PPP/4b1K1 w - - 0 21,f3e1 c8e8 e1d3 e8e6,1386
4r1k1/r2q2p1/2p2pQp/p2p1N2/8/P6P/1PP3P1/5RK1 b - - 1 24,d7f7 f5h6 g8f8 h6f7,1561
6k1/5p2/4p1p1/2b1Q2p/2P2P2/1P5P/4R1P1/1q5K w - - 8 40,h1h2 c5g1 h2g3 b1d3,2309
8/8/1k6/1Pp1p1p1/p1P1P1Pp/7P/1K6/8 b - - 0 47,b6a5 b2a3 a5b6 a3a4 b6c7 a4a5,1251
2R5/p4krp/2p5/2P2p2/1P6/P6K/8/8 b - - 4 41,f5f4 c8c7 f7f6 c7g7,985
2k2b1r/ppp1pppp/5n2/1P5q/6r1/P1N5/2PP1PPP/R1BQ1RK1 w - - 0 12,h2h3 h5h3 d1g4 h3g4,1369
8/1r2k3/R3p1p1/K1n5/2P1P1P1/5P2/8/5R2 b - - 2 36,c5a6 a5a6 b7b4 c4c5 e7d7 f1d1 d7c6 d1d6 c6c5 d6e6,2215
3k4/R7/3K4/4Pp2/8/pr1p4/8/8 b - - 2 54,d3d2 a7a8 b3b8 a8b8,1191
r4rk1/p1p3qp/1pnp2p1/3N4/2P1PRB1/7Q/Pb4PP/5R1K w - - 0 26,d5c7 g7c7 g4e6 g8g7,2632
r1b1r1k1/pp3ppp/1bq5/8/3n1Q2/1PN2P2/P1P1N1PP/R1B2R1K w - - 2 16,e2d4 c6c3 c1d2 c3d4,1467
3N4/1R2ppkp/6p1/6P1/4p1n1/4P1P1/r4P2/6K1 b - - 2 32,a2f2 b7e7 g7f8 e7e4,1767
r2q1rk1/5ppp/p3p3/3p1n2/3b1P2/8/PPB3PP/R1BQ1R1K b - - 1 18,f5e3 c1e3 d4e3 d1d3 g7g6 d3e3,2005
r3kb1r/ppp2p2/2p3p1/3PPq1p/2B5/2N1Q3/PPP2PPP/2KR4 w kq - 0 15,d5c6 f8h6 e3h6 h8h6,1204
8/6pk/R6p/P7/6P1/r5K1/8/8 w - - 3 34,g3h4 g7g5 h4h5 a3h3,872
6r1/8/3k1p2/5N1p/1PP2p2/3K4/6PP/8 b - - 4 46,d6c6 f5e7 c6d7 e7g8,814
8/6qk/p2pQ1pp/P1pr4/8/7P/5PP1/R5K1 w - - 0 36,e6d5 g7a1 g1h2 a1e5 d5e5 d6e5,1031
1k3r2/8/pBQp1q2/4pPr1/6p1/1P4Pp/P1P4P/5RK1 b - - 0 29,f8f7 c6e8 b8b7 b6d8,1553
5rk1/pQ2ppbp/2Nq2p1/P2P4/3Pb3/2r5/5PPP/R1B2RK1 w - - 4 19,c1a3 c3a3 c6e7 g8h8,1563
2qk1r2/4b1Q1/4p1Bp/1p1pP2P/3P2P1/2p5/r2B2K1/1R1R4 w - - 0 30,b1c1 c8c4 g7f8 e7f8,2227
8/3k1p1p/3P2p1/8/2N2BP1/2P2PK1/r7/7b b - - 0 40,a2c2 c4b6 d7c6 d6d7,1594
6k1/p1B4p/4pPp1/2p5/8/8/Pr3PPP/4R1K1 w - - 0 31,e1e6 b2b1 e6e1 b1e1,622
2r3k1/5ppp/8/2R3P1/1p6/1P2QP2/1KP3q1/8 b - - 4 30,c8c5 e3e8,1294
r4rk1/p2b2bp/3Qpnp1/qN4N1/3B4/8/PPP3PP/4RRK1 b - - 2 22,d7b5 d6e6 g8h8 f1f6 f8f6 d4f6 a5b6 e6b6,2295
r4rk1/2pq1ppp/pbn3b1/1p1NP3/6P1/5N1P/PP3P2/R1BQR1K1 b - - 0 17,f8e8 d5f6 g7f6 d1d7,1283
6k1/5pp1/R3p2p/4N3/4PK2/P4P2/2n3rP/8 w - - 2 34,a3a4 g7g5,957
4r1k1/4ppb1/p1Np2p1/8/7P/1P2B3/6P1/5K2 b - - 0 37,e8c8 c6e7 g8f8 e7c8,543
1r3rk1/1p3pp1/p2bpnNp/2p1p3/q3P1P1/3PB2P/B3QK2/RR6 b - - 5 22,f7g6 a2e6 g8h7 a1a4,1242
3k4/pp6/8/2p1pB2/5n2/P1PP4/1r5P/4R2K w - - 0 37,e1e5 b2b1 e5e1 b1e1,881
8/5k1p/6pP/5PQ1/4p3/3r4/r7/4K3 b - - 2 49,d3h3 f5g6 h7g6 g5d5 f7f6 d5d8,2388
r2kb1R1/pp2q3/2p5/2P2Q2/3P4/2N5/PP6/1K6 w - - 4 35,f5e5 e7h7 c3e4 h7g8,1268
6k1/q2r1p1p/p3N1pQ/3nP3/3P2P1/5R1P/5P2/6K1 b - - 2 36,f7e6 h6f8,918
3r2k1/p3qppp/2P5/1N3P2/6Q1/1B6/PPP3PP/2K1b3 w - - 1 23,f5f6 e1d2 c1b1 e7e1 g4d1 e1d1,2038
r4rk1/2p1qpp1/p3bn1p/1N2N3/1p1P4/1P3Q1P/1PP3P1/R3R1K1 b - - 1 18,a6b5 a1a8 f8a8 f3a8,1587
8/6k1/2b5/6P1/2N4P/3r4/P4P1K/8 b - - 7 54,g7g6 c4e5 g6h5 e5d3,818
6k1/p4p2/1p5p/3BB1p1/3n4/8/Prp3PP/4RK2 w - - 0 33,e1c1 b2b1 e5d4 b1c1,995
1r6/2R2k1p/1p2rnp1/3p1pq1/PN1Pp3/6P1/6B1/4QK1R b - - 1 40,e6e7 c7e7 f7e7 b4c6,1487
2kq3r/2p2ppp/1nQbpn2/1P6/3P1P2/4B3/6PP/R4RK1 b - - 5 23,d8d7 a1a8 b6a8 c6a8,1193
4r2k/ppp2p1B/5p2/7q/Q7/2P2P2/PP3P1P/6RK w - - 7 26,a4d4 h5f3 g1g2 e8e1,1010
7k/pp2q1p1/1n2p1Bp/1b3pN1/1n1P3P/8/PP1K1PP1/1Q5R b - - 0 24,h6g5 h4g5 h8g8 h1h8 g8h8 b1h1 h8g8 h1h7 g8f8 h7h8,1609
8/8/1P4p1/2Pk2Pp/4p2P/1N5r/2K5/8 b - - 0 52,d5c6 b3a5 c6d7 c5c6 d7d6 c6c7,2283
3rr1k1/p2n1pp1/1p3bbp/2p5/2B2P2/2N3B1/PPP2QPP/5RK1 w - - 1 21,c3d5 f6d4,1432
4r1k1/pp2rpp1/3P2bb/2p5/2P4Q/1Pq5/P5PP/3R1R1K b - - 0 30,e7e1 f1e1 e8e1 h4e1,2552
r5r1/p1p2p1k/2p2p1p/3b1N2/6R1/3n3P/PPP2PP1/R1B3K1 w - - 4 20,g4h4 g8g2 g1f1 g2f2,1073
1Q4R1/p4p1p/2p3pk/3p1q2/P2b4/8/5PPP/5K2 w - - 7 32,b8g3 f5b1 f1e2 b1c2,1615
8/8/5n2/3pR1k1/1p4r1/1P1B4/1KP5/8 b - - 0 49,g5f4 e5f5 f4e3 f5f6,1128
7r/6p1/4pk1p/1p1b1p1Q/1PnP1P1P/6R1/3q2PK/6R1 b - - 2 39,d2f4 h5g6 f6e7 g6g7 e7d6 g7h8,1086
6k1/5p1p/5Qp1/4p3/P2bq3/5BP1/5PKP/8 b - - 1 35,e4e1 f3d5 e1f2 f6f2,1816
2r5/4pk2/1pn4p/2p1PP1p/P1R5/1R3KP1/7P/8 w - - 3 50,b3b6 c6e5 f3e2 e5c4,949
r3nrk1/1pqn1p1p/p2p2p1/2pP4/P2bPP2/1PN2B2/1B4PP/R2QR2K w - - 0 17,c3b5 a6b5 b2d4 c5d4,1410
5r2/p5p1/2Rpk2p/3n4/1P1PN3/1b5P/3B1P1K/8 b - - 2 36,f8d8 e4c5 e6f5 c5b3,1359
r5k1/1bpqr3/1p1p2pR/3P4/5BPQ/p4P2/Pb4K1/7R b - - 1 29,b7d5 h6g6 e7g7 h4h8 g8f7 g6g7 b2g7 h8h5 f7f8 h5d5,2418
5k2/4pp2/8/1P1P4/4P2n/6p1/4Nr2/3R1K2 w - - 2 47,f1e1 h4f3,1496
r1bq3r/1p1nbkpp/2pp1n2/p3p1N1/P3P3/2NP3P/1PP2PP1/R1BQK2R b KQ - 1 9,f7f8 g5e6 f8f7 e6d8,1029
2r3k1/pb2n1pp/1p2p1r1/4Ppq1/3P3P/1QP1pRB1/PP2B1PK/R7 b - - 0 25,g5g4 f3e3 b7f3 e3f3 f5f4 h2g1,2627
2r1k3/pp3p2/1b1pp1p1/1N6/4P1pq/8/PP2QP2/3R1RK1 w - - 0 20,b5d6 e8f8 e2d3 c8c2 d3c2 h4g3,2732
1r6/1P1R4/1PBk2p1/1P2bp1p/3p3P/4pKP1/8/8 b - - 6 58,d6c5 d7d5 c5c4 d5e5,985
3k2r1/p1p1np2/QBp4p/3pP3/6q1/2N2N2/PP3P1K/R4R2 w - - 3 24,f1g1 g4h5 f3h4 h5h4,1483
2k2r2/pp4p1/2p1p3/1PPpN1qb/P2Pn2p/4P3/2K3PP/R3QB2 w - - 1 27,b5c6 f8f2 c2b3 f2f1 c6b7 c8b7,2296
8/6p1/6Rp/4N1n1/1r6/4P1kP/6P1/6K1 w - - 3 46,e5d3 b4b1 d3e1 b1e1,888
8/1pp2p2/p7/7k/5r1P/5P2/PPP1R2K/8 w - - 0 35,e2e4 f4e4 f3e4 h5h4 h2g2 h4g4 g2f2 g4f4,1901
r6r/pQ3pp1/2pk1q1p/3b4/P2P4/1p3P2/1B4PP/R3R1K1 b - - 0 32,h8b8 b2a3 c6c5 d4c5,1343
2r3k1/1p4pp/6P1/2R2P1P/b7/P2R2K1/2n5/8 b - - 6 44,c8c5 d3d8 a4e8 d8e8,400
1k1rr3/p4ppp/2qN4/P1B5/8/2P1Q3/P4PPP/RN4K1 w - - 5 25,d6e8 d8d1 e3e1 d1e1,998
8/1p2k3/2p1p3/p3qpQ1/P7/2P3P1/1PK3P1/8 b - - 13 40,e7d6 g5d8 d6c5 d8a5 b7b5 a5a7 c5d6 a7b8,2354
7k/p1p3p1/1p5p/2q5/5R2/1P1Q3P/P1P3P1/4r2K w - - 0 29,h1h2 c5g1 h2g3 e1e3 d3e3 g1e3,975
5Q2/2k1pp2/3p1bp1/1B6/P2qP1n1/1P2R3/2r2P1P/4RK2 w - - 9 36,f8e8 c2f2 f1g1 g4e3 e8d7 c7b6 d7c6 b6a5,2523
5rk1/2r1q2p/b5pQ/3pPpN1/2p2n2/P6R/P4KP1/1B5R w - - 0 34,g5h7 f4h3 h1h3 e7h7,1891
r4rk1/1p5p/p7/3p2q1/P2Pp1B1/1P2PpN1/5P2/R5QK w - - 0 28,g3e4 g5h4 g1h2 h4h2 h1h2 d5e4,1800
8/2k2pp1/P6p/1P1N3r/3K4/8/8/8 b - - 2 39,h5d5 d4d5 c7b6 d5d6,1944
3r2k1/p1p3pp/1p1r1p2/8/1Pq1P1Q1/P5P1/1B3PKP/2R5 b - - 1 26,c4b3 c1c7 g7g6 g4h4 d8d7 c7d7 d6d7 h4f6,2085
3R4/p4rk1/4q2p/6Bn/2r1p3/P1b3PP/3Q1PK1/4R1N1 w - - 1 43,d2e3 c3e1 e3e1 h6g5,2094
2b1r2k/2p4p/p2b1ppB/1p1P4/3p4/PB5P/1PP2PP1/3R2K1 w - - 2 26,d1d4 e8e1,552
r7/8/pbk3RB/8/2b5/P7/5PPP/6K1 b - - 0 37,c6b5 a3a4 b5a4 g6b6,1510
5r1k/p3q1b1/1p4Qp/2p1P3/2P5/1P3KP1/P7/2B4R w - - 1 34,f3g2 e7b7 g2g1 f8f1 g1f1 b7h1 f1e2 h1c1 e5e6 c1b2,2003
8/4k3/4Pp2/5PbP/P2nK1P1/8/8/8 b - - 4 41,d4e6 f5e6 e7e6 a4a5,1278
2rr2k1/1b2q1bp/4p1p1/p1n5/2B2Pn1/1PN1BN2/P5PP/2RRQ1K1 w - - 2 24,e3c5 e7c5 g1h1 g4f2 e1f2 c5f2,1792
8/1p4pp/1P2kp2/p1p5/P3r3/2N1n3/4R1PP/6K1 b - - 4 41,e6e5 c3e4 e5e4 g1f2,1328
3rr1k1/pbp2ppp/1p6/nNnP2q1/2P5/P6P/1B2BPP1/1R1QR1K1 b - - 12 21,a5c4 e2c4 e8e1 d1e1,1195
8/p1k2ppp/1p1n4/2PP1P2/BK3B1P/P7/4rP2/8 b - - 0 44,b6c5 b4c5 e2e4 f4d6,774
8/6pp/8/P7/1P6/3kp1P1/6K1/8 w - - 1 39,g2f1 d3d2 f1g2 e3e2,1441
5rk1/6p1/3PP2p/1B4p1/2P5/P1n5/6PP/3R2K1 w - - 1 33,d1f1 c3e2 g1h1 f8f1,835
2kr3r/pp1b1p1p/1qp1pp2/8/1b2P3/P1NB4/1PPQ1PPP/R3K2R b KQ - 0 12,b4c5 c3a4 c5f2 d2f2 b6f2 e1f2,1417
1r4k1/1r3p2/1P1Qp2p/3nP1p1/3p2P1/3P1K2/5P1P/1R6 w - - 0 35,f3e4 d5c3 e4f3 c3b1,943
8/p7/3k2p1/4p2p/P3K1PP/5P2/8/8 b - - 0 41,a7a6 g4h5 g6h5 e4f5,2213
2b1Q3/6kr/p7/3p4/2pP1q2/1P6/P4PP1/R1R2K2 w - - 2 32,e8c8 h7h1 f1e2 f4e4 e2d2 e4d3,1775
3r2k1/2p2ppp/1p2p3/3P4/2P5/1P2Q2P/2q2PP1/4R1K1 b - - 0 24,e6d5 e3e8 d8e8 e1e8,1212
rn2kb1r/pQp1pppp/8/4q3/2b5/8/PP1PBPPP/R1B1K1NR b KQkq - 0 8,c4d5 b7c8,1177
2b3k1/1p2b1pp/1pn1p3/rB1pN3/Pn1P4/BPK5/5rPP/RN5R w - - 0 17,e5c6 f2c2,1345
5rk1/p1Q3pp/3P1p2/8/8/1P3KP1/4RP2/3q4 b - - 4 38,d1d3 e2e3 d3d1 f3g2,1583
1R6/1P4p1/7p/5P2/8/5kP1/1r5P/6K1 w - - 1 46,g1f1 b2b1,799
3rr1k1/2p1np1p/p5p1/1p1R3q/1P3b2/P4N1P/BB2QPP1/4R1K1 b - - 0 23,e7d5 e2e8 d8e8 e1e8,855
r6r/pppk2pp/3pNn2/1N5b/3P4/8/PP3PPP/2R1R1K1 b - - 7 19,a8e8 c1c7,1387
2bR1k1r/p3qp2/2p1p1p1/2p1P1QN/2P5/1P4P1/P4P2/6K1 b - - 16 35,e7d8 g5d8,927
r1bq2nr/pppp1kpp/8/2b1N3/3nPp2/8/PPP3PP/RNBQK2R b KQ - 1 7,f7e6 d1g4 e6e5 c1f4,2070
8/2Rq1p1k/p3p1pp/1p2P3/1P3P1P/3r2PK/2Q5/8 b - - 3 40,d3d2 c7d7 d2c2 d7f7,960
6k1/8/5P2/4R1K1/5P1P/1p6/8/1r6 w - - 0 53,g5g6 b1g1 g6h6 b3b2,1137
r7/3R4/p2P3p/8/8/P1k2nP1/5P2/5K2 b - - 0 40,a8c8 d7c7 c8c7 d6c7,925
r4k2/p7/4R1pN/8/8/2p5/P4PPP/6K1 w - - 1 30,e6e1 c3c2 h6g4 a8c8,2419
rn3rQk/pp4pp/2p4N/q3p3/8/1PP1n3/P5PP/2KR2NR b - - 7 20,f8g8 h6f7,894
5r2/5r2/p6k/1pNp2pp/1P1q4/P2B4/3Q2PP/2R4K w - - 2 38,h2h3 f7f1 c1f1 f8f1 d3f1 d4d2,817
2r3k1/p1p1q1p1/2Qn3p/5p2/2pB4/2P5/Pr3PPP/4R1K1 w - - 0 24,e1e7 b2b1 e7e1 b1e1,957
r1q2rk1/pp3ppp/1n6/2bpP1N1/2p2P2/2P3P1/PPQ3KP/R1B2R2 b - - 0 18,h7h6 c2h7,608
1R4k1/2r1pp2/3p2p1/q5b1/p2PP1B1/2P4Q/P1K5/8 b - - 2 30,g8g7 h3h8,1227
7k/6p1/4Q2p/P4p2/4Bqb1/2P5/1P1r1PPP/4R1K1 w - - 2 27,e4d5 f4f2 g1h1 d2d5,2120
rnbr2k1/pp3pbp/2p3p1/4N3/2P1n3/2N1P2P/PP2BPP1/R1B2RK1 w - - 1 12,e5f7 e4c3 f7d8 c3e2,1692
3r2k1/pp3pp1/4p2p/3rP3/1q1P2R1/6Q1/PP4PP/3R2K1 b - - 2 25,g7g6 g4g6 f7g6 g3g6 g8h8 g6h6,1661
4r1k1/4qppp/p1p5/1p6/8/2P1Q2P/5PP1/4R1K1 b - - 0 40,e7d7 e3e8 d7e8 e1e8,686
r4rk1/pp3ppp/2nbpq2/3p2B1/3P1n2/2PB1N1P/PP2QPP1/R4RK1 w - - 12 14,e2c2 f4h3 g2h3 f6f3,1477
2r3k1/p4Qpp/1pr5/3p4/3P4/4q1P1/PP3RKP/8 b - - 1 32,g8h8 f7f8 c8f8 f2f8,569
r2n4/pbp1N2k/1p2p2p/8/4P3/3B2R1/PPP5/1K6 b - - 7 27,h7h8 g3g8 h8h7 e4e5 b7e4 d3e4,1050
3r2k1/ppqr1ppp/4pbn1/2p5/2PPR1QP/2B3P1/PPB2P2/4R1K1 w - - 0 23,d4c5 f6c3 b2c3 f7f5 g4h5 f5e4,1714
2r3k1/p1pR1ppp/1p4b1/4r3/2P1P3/5B1P/P4KP1/3R4 b - - 3 26,e5c5 d7d8 c8d8 d1d8,432
8/8/p7/P4p2/3Kp1kp/4P3/5PP1/8 b - - 1 40,h4h3 g2h3 g4h3 d4e5 h3g4 e5f6 f5f4 f6e5 f4e3 f2e3,1832
5rk1/5ppb/1pN5/3P1P1P/1PP1n3/4q2P/1QK5/r4BR1 b - - 6 31,a1a2 g1g7 g8h8 g7g8 h8g8 c6e7,2299
7B/1p1k1p1p/3pp3/4b2N/2P4q/1QP5/PP3PPn/R6K w - - 1 31,h8e5 h2f3 e5h2 h4h2,1266
2r2r2/5q1k/3p3p/1p3b2/2PQ4/P1N1P1R1/1p4PP/5RK1 b - - 1 31,f7c4 d4g7,1458
r1bqk2r/1pp2p2/p2p1n1p/2bNp1N1/2P1P2B/7P/PPP2PP1/R2QK2R b KQkq - 0 11,h6g5 h4g5 c5f2 e1e2,2622
8/4bp2/p3k3/4Ppp1/1PPRqP2/8/3Q1KP1/r7 b - - 0 32,e4b1 d4d6 e7d6 d2d6,1090
8/5p2/1rk1p1p1/3pP1Pp/3P3P/1R1K4/8/8 w - - 0 54,b3b6 c6b6 d3c3 b6a5 c3b3 a5b5,1948
5R2/8/6k1/5n1p/3p1Pp1/8/4K3/8 w - - 3 64,e2d3 h5h4 f8g8 f5g7 d3d4 h4h3 g8h8 g7f5,2307
8/5p2/6p1/1p1R1k1p/1P3P1P/1r4P1/6K1/8 b - - 3 48,f5g4 d5g5,925
R7/8/5pk1/P3b3/6r1/8/5K2/3R4 w - - 3 45,d1g1 e5d4 f2f3 g4g1,1293
r5k1/5p2/5Bp1/p6p/2r4P/5pK1/P2R1P2/8 b - - 1 32,a8a6 d2d8 g8h7 d8h8,663
5rk1/8/p3P2p/3r3q/7P/PP2n1P1/1BQ2P2/5RK1 w - - 1 32,f2e3 f8f1 g1f1 h5f3,1879
r4k1r/ppqb2pp/4p1B1/3pP3/8/2bQ2B1/P1P2PP1/RN3K1R b - - 6 17,c3a1 d3f3 f8e7 g3h4,2100
4rrk1/1p1n2p1/p2p2p1/3P1q2/1PP1p3/5N1P/P2Q1PP1/R3R1K1 w - - 0 21,f3g5 e4e3 e1e3 f5g5,1546
1r1nk2r/p2nbppp/8/4p3/Bp6/8/PPP2PPP/R1B1R1K1 b k - 6 16,e8g8 a4d7,1466
2r3k1/1b3pPp/7B/8/Bp1b4/6PP/7K/5R2 b - - 1 37,c8a8 a4b3 d4g7 h6g7 b7d5 b3d5,2052
6k1/p1p3p1/2q4p/4Q3/2PR4/2r3P1/P2K3P/8 b - - 6 37,c3a3 d4d8 g8h7 e5f5 c6g6 d8h8 h7h8 f5g6,1129
r7/2P5/1R1p4/3Pk1p1/p2pPp1p/r2B1P1P/5PK1/8 b - - 0 59,a8c8 b6b8 a3d3 b8c8,2073
2r2k1r/1pq2bp1/p2p4/3PpP1p/4P1nP/1PN1B3/P3Q3/R2B1RK1 b - - 0 24,c7c3 a1c1 g4e3 c1c3,1423
5rk1/5p2/1q3Q1p/4p3/2P1P3/5N2/Pr3PPP/3R2K1 w - - 1 23,f6e5 b6f2 g1h1 f2g2,1025
1qr3k1/5pbp/b5p1/1NP1p3/P1Q5/7P/5PP1/3R2K1 b - - 0 30,g7f8 d1d7 f8e7 d7e7,1624
3r2k1/4bp1p/p3p1pB/4P2P/2p5/2P3Q1/P1q3P1/5RK1 b - - 0 25,c2d3 g3f2 d3f5 f2a7,1822
r4rk1/1bn2pp1/5q1p/2p1p1N1/1p1pPP2/1B1P3P/1PPQ2P1/R4RK1 w - - 0 22,f4e5 f6g5 a1a8 b7a8 d2g5 h6g5,2205
r4rk1/pp2ppbp/1qnp2p1/8/2P1P1n1/1PB2N2/P1B2PPP/R2QK2R w KQ - 1 14,c3g7 b6f2,939
rr4k1/2p2p2/3b2p1/2pP2Np/b6Q/4P2P/Pp3PP1/1R4K1 w - - 2 30,g2g4 a4c2 b1b2 b8b2,1128
r4r2/3k1p2/p3p1pp/q1ppP3/6Q1/P3R3/1PP2PPP/2KR4 b - - 1 21,a8b8 d1d5,1178
2kr4/ppp2p2/7p/n1Pp1b2/3P3P/P1N1rNp1/1P4P1/2KRR3 w - - 2 26,e1e3 a5b3,503
1r3rk1/1b1p1pb1/pp1P2p1/7q/8/N4PB1/PP1QB2P/1R3RK1 w - - 0 23,f3f4 h5c5 f1f2 g7d4 g1f1 d4f2,2209
r2q1rk1/pb1nbpp1/1p2p3/3pP2Q/2p2B1P/2P1PN2/PP3PP1/R3K2R b KQ - 3 15,d8e8 f3g5 e7g5 h4g5,1663
1r1q1r2/1p1b2kp/pN1Q2p1/5p2/2B5/8/P4PPP/4R1K1 b - - 0 24,d7e8 b6d7 d8d7 e1e7 g7h6 e7d7,2771
r1k5/2pR3R/pbp1r2p/2N1p1pb/4P3/2P3PP/PP4P1/7K b - - 6 24,e6d6 h7h8 h5e8 h8e8,911
1k5r/4bp1p/Q3p3/2N2p2/1q1r4/8/PP3PPP/R3R1K1 w - - 1 24,e1e3 b4c5 e3c3 h8d8 c3c5 d4d1 a1d1 d8d1 a6f1 d1f1 g1f1 e7c5,2673
5r1k/1Qb2qp1/7p/8/3p4/3N2PP/5PK1/4R3 b - - 0 41,c7d8 b7f7 f8f7 e1e8 h8h7 e8d8,1194
4r1k1/2p2ppb/p1p4p/2P1q1b1/1P3NP1/P2p1P1P/3Q1BK1/4R3 b - - 8 37,e5f4 e1e8,1043
